date,day as a number,Physical distancing-Measures for special populations-Visiting restrictions,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Not applicable,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Ban for certain countries-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-All public spaces,General-Exemptions to NPIs-Vaccination proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Workplace measures-Teleworking,Hygiene and safety measure-Other-Not applicable,Ensuring treatment capacity-COVID related care-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-COVID related care-ICU capacity,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Outdoor over 50,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Higher Education,Internal travel-Travel restrictions-Other,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Other,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Ensuring treatment capacity-COVID related care-Increase PPE stocks
2020-10-12,225,2,0,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-13,226,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-14,227,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-15,228,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-16,229,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-17,230,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-18,231,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0
2020-10-19,232,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-20,233,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-21,234,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-22,235,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-23,236,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-24,237,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-25,238,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-26,239,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-27,240,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-28,241,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-29,242,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-30,243,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-10-31,244,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-01,245,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-02,246,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-03,247,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-04,248,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-05,249,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-06,250,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-07,251,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-08,252,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-09,253,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-10,254,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-11,255,2,2,2,2,2,0,1,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-12,256,2,2,2,2,2,0,1,1,0,2,1,0,0,0,2,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
2020-11-13,257,2,2,2,2,2,0,1,1,0,2,1,0,0,0,2,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
2020-11-14,258,2,2,2,2,2,0,1,1,0,2,1,0,0,0,2,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
2020-11-15,259,2,2,2,2,2,0,1,1,0,2,1,0,0,0,2,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
2020-11-16,260,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0
2020-11-17,261,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-18,262,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-19,263,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-20,264,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-21,265,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-22,266,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-23,267,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-24,268,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-25,269,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-26,270,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-27,271,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-28,272,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-29,273,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-11-30,274,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-01,275,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-02,276,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-03,277,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-04,278,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-05,279,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-06,280,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-07,281,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-08,282,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-09,283,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-10,284,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-11,285,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-12,286,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-13,287,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-14,288,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-15,289,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-16,290,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-17,291,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-18,292,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-19,293,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-20,294,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-21,295,2,2,2,2,2,2,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-22,296,2,2,2,2,2,2,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-23,297,2,2,2,2,2,2,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-24,298,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-25,299,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-26,300,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-27,301,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-28,302,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-29,303,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-30,304,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2020-12-31,305,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-01,306,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-02,307,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-03,308,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-04,309,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-05,310,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-06,311,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-07,312,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-08,313,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-09,314,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-10,315,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-11,316,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-12,317,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-13,318,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-14,319,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-15,320,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-16,321,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-17,322,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-18,323,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-19,324,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-20,325,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-21,326,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-22,327,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-23,328,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-24,329,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-25,330,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-26,331,2,2,2,2,2,0,1,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-27,332,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-28,333,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-29,334,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-30,335,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-01-31,336,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-01,337,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-02,338,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-03,339,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-04,340,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-05,341,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-06,342,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-07,343,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-08,344,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-09,345,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-10,346,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-11,347,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-12,348,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-13,349,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-14,350,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-15,351,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
2021-02-16,352,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0
